idade_pessoa,renda_pessoa,propriedade_casa_pessoa,tempo_emprego_pessoa,intencao_emprestimo,grau_emprestimo,valor_emprestimo,taxa_juros_emprestimo,status_emprestimo,percentual_renda_emprestimo,inadimplente_pessoa,grau_emprestimo_encoded
31.0,57240.0,Mortgage,1.0,Education,A,10000.0,5.99,0.0,0.17,N,0.0
25.0,5000.0,Rent,0.0,Venture,B,1000.0,9.64,1.0,0.2,N,1.0
23.0,91000.0,Mortgage,3.0,Education,B,12000.0,10.485231799685536,0.0,0.13,N,1.0
24.0,36000.0,Rent,6.0,Medical,E,15250.0,15.95,1.0,0.42,Y,4.0
25.0,58000.0,Rent,5.0,Venture,A,6900.0,7.66,0.0,0.12,N,0.0
30.0,156000.0,Rent,0.0,Education,A,20000.0,6.54,0.0,0.13,N,0.0
24.0,70000.0,Own,8.0,Personal,B,24250.0,12.18,0.0,0.35,N,1.0
34.0,28880.0,Rent,2.0,Venture,C,3000.0,11.78,0.0,0.1,N,2.0
37.0,63000.0,Rent,1.0,Education,A,14900.0,9.63,0.0,0.24,N,0.0
31.0,34000.0,Mortgage,3.0,Education,A,13500.0,7.66,0.0,0.4,N,0.0
50.0,58800.0,Mortgage,12.0,Debtconsolidation,E,22000.0,17.74,1.0,0.37,N,4.0
25.0,49000.0,Own,4.0,Venture,A,2500.0,6.76,0.0,0.05,N,0.0
22.0,50000.0,Rent,6.0,Medical,A,10000.0,7.88,0.0,0.2,N,0.0
27.0,59000.0,Mortgage,11.0,Personal,A,3000.0,7.9,1.0,0.05,N,0.0
25.0,20000.0,Own,0.0,Personal,D,5650.0,15.99,0.0,0.28,Y,3.0
27.0,70000.0,Mortgage,4.0,Homeimprovement,D,8000.0,14.46,0.0,0.11,N,3.0
26.0,47000.0,Own,8.0,Venture,A,12500.0,8.49,0.0,0.27,N,0.0
22.0,35000.0,Mortgage,6.0,Debtconsolidation,A,8000.0,5.79,0.0,0.23,N,0.0
21.0,14400.0,Rent,2.0,Venture,D,1825.0,15.62,1.0,0.13,N,3.0
26.0,180000.0,Own,0.0,Homeimprovement,A,10000.0,8.0,0.0,0.06,N,0.0
29.0,48000.0,Mortgage,2.0,Venture,C,5000.0,11.97,0.0,0.1,Y,2.0
36.0,100000.0,Mortgage,17.0,Debtconsolidation,A,6000.0,7.14,0.0,0.06,N,0.0
23.0,78000.0,Rent,1.0,Venture,B,3500.0,9.96,0.0,0.04,N,1.0
23.0,80000.0,Rent,5.0,Education,A,8000.0,7.9,0.0,0.1,N,0.0
25.0,59004.0,Rent,1.0,Homeimprovement,D,20000.0,14.84,1.0,0.34,N,3.0
29.0,59000.0,Mortgage,7.0,Venture,A,10000.0,7.49,0.0,0.17,N,0.0
24.0,39000.0,Mortgage,3.0,Debtconsolidation,A,5600.0,5.42,0.0,0.14,N,0.0
22.0,72321.0,Rent,6.0,Personal,B,6650.0,10.443593981066169,0.0,0.09,N,1.0
24.0,33600.0,Rent,0.0,Personal,C,7000.0,13.61,0.0,0.21,Y,2.0
22.0,65000.0,Rent,6.0,Debtconsolidation,C,16000.0,13.47,0.0,0.25,Y,2.0
29.0,18000.0,Rent,5.0,Homeimprovement,B,5375.0,12.69,1.0,0.3,N,1.0
43.0,141000.0,Mortgage,24.0,Medical,B,6000.0,10.99,0.0,0.04,N,1.0
29.0,80000.0,Rent,2.0,Medical,B,30000.0,12.42,1.0,0.38,N,1.0
23.0,47000.0,Rent,5.0,Venture,B,16500.0,10.62,1.0,0.35,N,1.0
22.0,31404.0,Rent,0.0,Personal,A,5000.0,7.51,0.0,0.16,N,0.0
24.0,60000.0,Rent,4.0,Education,D,10000.0,16.89,0.0,0.17,Y,3.0
28.0,14400.0,Rent,0.0,Education,A,3600.0,7.9,1.0,0.25,N,0.0
42.0,31000.0,Mortgage,5.0,Debtconsolidation,B,7200.0,11.99,0.0,0.23,N,1.0
37.0,27000.0,Rent,0.0,Medical,B,1800.0,11.36,0.0,0.07,N,1.0
42.0,50426.0,Rent,0.0,Personal,A,4200.0,7.49,0.0,0.08,N,0.0
32.0,32000.0,Rent,6.0,Debtconsolidation,D,5000.0,18.25,1.0,0.16,Y,3.0
23.0,35000.0,Own,7.0,Medical,B,10000.0,10.25,0.0,0.29,N,1.0
23.0,165996.0,Mortgage,8.0,Venture,A,10000.0,7.964523163848274,0.0,0.06,N,0.0
84.0,94800.0,Mortgage,2.0,Personal,A,10000.0,7.51,0.0,0.11,N,0.0
23.0,59000.0,Mortgage,7.0,Education,A,9000.0,8.49,0.0,0.15,N,0.0
23.0,103240.0,Mortgage,0.0,Venture,A,4000.0,7.9178265448359,0.0,0.04,N,0.0
22.0,88812.0,Mortgage,6.0,Education,D,29000.0,15.65,0.0,0.33,N,3.0
27.0,60000.0,Rent,1.0,Education,B,20000.0,10.99,1.0,0.33,N,1.0
26.0,34000.0,Mortgage,8.0,Personal,A,6000.0,6.92,0.0,0.18,N,0.0
32.0,34000.0,Rent,7.0,Venture,C,6000.0,14.65,0.0,0.18,Y,2.0
25.0,53742.0,Mortgage,9.0,Homeimprovement,A,10750.0,5.79,0.0,0.2,N,0.0
35.0,73000.0,Rent,9.0,Venture,D,14000.0,14.59,0.0,0.19,Y,3.0
22.0,43000.0,Mortgage,2.0,Debtconsolidation,C,8500.0,12.09,0.0,0.2,Y,2.0
22.0,25000.0,Own,1.0,Personal,A,11100.0,9.63,0.0,0.44,N,0.0
23.0,128000.0,Mortgage,7.0,Education,A,6000.0,7.49,0.0,0.05,N,0.0
21.0,111016.0,Rent,5.0,Personal,C,12000.0,13.11,0.0,0.11,N,2.0
23.0,100000.0,Mortgage,5.0,Debtconsolidation,B,20000.0,11.36,0.0,0.2,N,1.0
24.0,68000.0,Rent,0.0,Venture,A,10000.0,6.99,0.0,0.15,N,0.0
24.0,24000.0,Rent,3.0,Personal,B,12000.0,10.36,1.0,0.5,N,1.0
22.0,41000.0,Rent,5.0,Venture,A,14000.0,7.995654243189858,1.0,0.34,N,0.0
26.0,68399.0,Mortgage,7.0,Personal,A,10500.0,6.91,0.0,0.15,N,0.0
29.0,42000.0,Rent,5.0,Personal,B,15000.0,10.99,1.0,0.36,N,1.0
28.0,51000.0,Own,2.0,Debtconsolidation,E,20400.0,17.74,1.0,0.4,Y,4.0
23.0,51600.0,Mortgage,1.0,Debtconsolidation,B,5000.0,10.59,0.0,0.1,N,1.0
25.0,50450.0,Rent,3.0,Education,B,2000.0,9.88,0.0,0.04,N,1.0
26.0,38244.0,Mortgage,6.0,Debtconsolidation,A,18000.0,9.63,0.0,0.47,N,0.0
29.0,85500.0,Mortgage,3.0,Education,A,9500.0,7.960631778930576,0.0,0.11,N,0.0
23.0,48000.0,Rent,4.0,Personal,B,1800.0,11.49,0.0,0.04,N,1.0
24.0,54000.0,Mortgage,3.0,Personal,B,8000.0,10.99,0.0,0.15,N,1.0
32.0,120000.0,Rent,11.0,Education,A,12000.0,7.51,0.0,0.1,N,0.0
32.0,79050.0,Mortgage,10.0,Medical,F,24000.0,18.62,1.0,0.26,Y,5.0
22.0,50000.0,Rent,6.0,Education,B,10000.0,10.99,0.0,0.2,N,1.0
27.0,45000.0,Mortgage,2.0,Education,A,3000.0,6.62,0.0,0.07,N,0.0
27.0,43200.0,Rent,4.0,Education,A,10000.0,7.49,0.0,0.23,N,0.0
27.0,96000.0,Mortgage,12.0,Homeimprovement,E,12500.0,19.03,0.0,0.13,Y,4.0
29.0,76176.0,Mortgage,12.0,Medical,A,4800.0,6.99,0.0,0.06,N,0.0
40.0,35000.0,Mortgage,6.0,Venture,B,5600.0,10.65,0.0,0.16,N,1.0
37.0,70000.0,Mortgage,0.0,Venture,B,10000.0,10.469666260014744,0.0,0.14,N,1.0
26.0,70000.0,Mortgage,3.0,Personal,C,5400.0,12.53,0.0,0.08,N,2.0
25.0,50000.0,Own,9.0,Venture,C,12000.0,13.98,0.0,0.24,N,2.0
32.0,155000.0,Mortgage,8.0,Medical,C,8000.0,12.959243816510423,0.0,0.05,Y,2.0
43.0,76000.0,Mortgage,4.0,Homeimprovement,D,9150.0,16.29,0.0,0.12,Y,3.0
23.0,28000.0,Rent,0.0,Education,A,4000.0,8.9,0.0,0.14,N,0.0
23.0,25920.0,Rent,4.0,Personal,D,10000.0,15.58,1.0,0.39,N,3.0
31.0,95000.0,Rent,2.0,Education,C,2500.0,13.72,0.0,0.03,Y,2.0
43.0,74000.0,Mortgage,5.0,Medical,B,11000.0,9.91,0.0,0.15,N,1.0
26.0,63000.0,Mortgage,3.0,Homeimprovement,C,3800.0,12.04,0.0,0.06,Y,2.0
26.0,64000.0,Rent,3.0,Debtconsolidation,A,9000.0,6.03,0.0,0.14,N,0.0
31.0,59000.0,Mortgage,2.0,Debtconsolidation,B,13000.0,11.14,0.0,0.22,N,1.0
33.0,42000.0,Rent,8.0,Medical,D,2000.0,15.417690293664517,0.0,0.05,Y,3.0
26.0,54000.0,Mortgage,8.0,Medical,D,5000.0,15.62,1.0,0.09,Y,3.0
28.0,40000.0,Rent,1.0,Medical,B,6500.0,10.74,0.0,0.16,N,1.0
21.0,69000.0,Rent,3.0,Medical,A,15000.0,8.49,0.0,0.22,N,0.0
29.0,55992.0,Mortgage,2.0,Personal,B,5000.0,10.430752410837766,0.0,0.09,N,1.0
22.0,70000.0,Rent,3.0,Personal,B,5600.0,11.14,0.0,0.08,N,1.0
22.0,68000.0,Mortgage,6.0,Medical,A,13000.0,7.88,0.0,0.19,N,0.0
27.0,44004.0,Rent,4.0,Debtconsolidation,D,10000.0,15.479952452347684,1.0,0.23,Y,3.0
37.0,90000.0,Mortgage,11.0,Medical,A,4000.0,6.62,0.0,0.04,N,0.0
23.0,50004.0,Mortgage,7.0,Personal,B,16000.0,11.83,0.0,0.32,N,1.0
31.0,90000.0,Mortgage,3.0,Homeimprovement,C,12000.0,13.48,0.0,0.13,N,2.0
23.0,66000.0,Rent,3.0,Education,A,8550.0,7.88,0.0,0.13,N,0.0
22.0,54800.0,Own,7.0,Education,A,8000.0,7.948957624177483,0.0,0.15,N,0.0
22.0,44000.0,Rent,3.0,Personal,A,4500.0,5.79,1.0,0.1,N,0.0
26.0,77000.0,Mortgage,4.0,Debtconsolidation,C,5400.0,13.04,0.0,0.07,Y,2.0
30.0,34000.0,Rent,0.0,Debtconsolidation,D,2400.0,15.57,1.0,0.07,N,3.0
27.0,62500.0,Mortgage,2.0,Debtconsolidation,A,12000.0,7.66,0.0,0.19,N,0.0
23.0,50000.0,Own,0.0,Medical,A,10200.0,9.63,0.0,0.2,N,0.0
24.0,33000.0,Rent,8.0,Medical,C,5000.0,12.935895507004235,0.0,0.15,N,2.0
37.0,46000.0,Rent,4.0,Education,B,6000.0,11.49,0.0,0.13,N,1.0
25.0,110000.0,Rent,8.0,Homeimprovement,C,12000.0,12.23,0.0,0.11,Y,2.0
36.0,44000.0,Rent,4.0,Debtconsolidation,D,8000.0,17.49,1.0,0.18,N,3.0
27.0,85000.0,Rent,11.0,Personal,B,6000.0,10.43853518067316,0.0,0.07,N,1.0
29.0,145000.0,Mortgage,0.0,Venture,D,14000.0,16.77,0.0,0.1,Y,3.0
38.0,82000.0,Own,4.0,Homeimprovement,B,10000.0,11.99,0.0,0.12,N,1.0
38.0,18000.0,Rent,4.0,Education,C,3000.0,13.23,1.0,0.17,Y,2.0
23.0,54000.0,Rent,0.0,Debtconsolidation,B,12000.0,12.42,1.0,0.22,N,1.0
21.0,57000.0,Own,5.0,Venture,B,8000.0,10.65,0.0,0.14,N,1.0
23.0,117000.0,Mortgage,8.0,Venture,E,14000.0,15.68,0.0,0.12,Y,4.0
35.0,40000.0,Own,0.0,Medical,A,5000.0,6.92,0.0,0.13,N,0.0
25.0,29000.0,Rent,2.0,Medical,C,2500.0,12.84,1.0,0.09,Y,2.0
66.0,54000.0,Rent,3.0,Medical,D,8000.0,16.02,0.0,0.15,Y,3.0
35.0,39996.0,Mortgage,0.0,Medical,D,15000.0,14.42,1.0,0.38,N,3.0
21.0,35004.0,Own,0.0,Education,D,3000.0,15.58,0.0,0.09,N,3.0
24.0,62000.0,Rent,3.0,Homeimprovement,C,10000.0,13.49,0.0,0.16,Y,2.0
33.0,67000.0,Rent,1.0,Venture,A,6500.0,7.74,0.0,0.1,N,0.0
28.0,30000.0,Rent,7.0,Venture,B,10000.0,10.38,1.0,0.33,N,1.0
27.0,90000.0,Rent,4.0,Homeimprovement,A,10000.0,7.49,0.0,0.11,N,0.0
22.0,62004.0,Rent,5.0,Education,D,8400.0,15.62,0.0,0.14,Y,3.0
26.0,61000.0,Mortgage,4.0,Personal,A,8000.0,7.49,0.0,0.13,N,0.0
47.0,48000.0,Mortgage,13.0,Medical,B,16750.0,10.62,0.0,0.35,N,1.0
21.0,40000.0,Rent,5.0,Venture,A,10000.0,7.51,0.0,0.25,N,0.0
24.0,58155.0,Rent,8.0,Homeimprovement,E,12950.0,18.008054719528573,0.0,0.22,N,4.0
22.0,42000.0,Rent,6.0,Medical,E,10000.0,16.32,1.0,0.24,Y,4.0
33.0,100000.0,Own,3.0,Medical,B,25000.0,12.18,0.0,0.25,N,1.0
22.0,57000.0,Mortgage,6.0,Venture,B,7200.0,10.447874504475635,0.0,0.13,N,1.0
33.0,41277.0,Rent,3.0,Education,B,3000.0,10.0,1.0,0.07,N,1.0
23.0,36000.0,Mortgage,7.0,Personal,A,7200.0,5.42,0.0,0.2,N,0.0
24.0,42000.0,Rent,0.0,Venture,B,15000.0,11.58,1.0,0.36,N,1.0
26.0,83004.0,Rent,7.0,Education,A,5450.0,7.9,0.0,0.07,N,0.0
22.0,44568.0,Rent,3.0,Personal,B,3200.0,10.416743425134053,0.0,0.07,N,1.0
22.0,30000.0,Rent,6.0,Education,B,7000.0,9.62,1.0,0.23,N,1.0
26.0,53000.0,Mortgage,1.0,Debtconsolidation,A,8000.0,7.948957624177483,0.0,0.15,N,0.0
36.0,62400.0,Mortgage,0.0,Debtconsolidation,A,2400.0,7.49,0.0,0.04,N,0.0
29.0,55400.0,Rent,2.0,Homeimprovement,C,7000.0,10.28,0.0,0.13,Y,2.0
22.0,20000.0,Rent,3.0,Education,D,6250.0,15.45076706546495,1.0,0.31,Y,3.0
32.0,75000.0,Rent,4.0,Medical,B,5000.0,9.99,0.0,0.07,N,1.0
33.0,102996.0,Mortgage,4.0,Education,A,6000.0,7.933392084506691,0.0,0.06,N,0.0
47.0,95000.0,Mortgage,13.0,Education,A,5000.0,6.03,0.0,0.05,N,0.0
25.0,21600.0,Rent,3.0,Personal,B,3600.0,10.99,0.0,0.17,N,1.0
35.0,50000.0,Rent,4.0,Personal,C,17500.0,12.84,1.0,0.35,N,2.0
29.0,81400.0,Mortgage,13.0,Education,A,10000.0,7.964523163848274,0.0,0.12,N,0.0
26.0,60000.0,Rent,5.0,Debtconsolidation,A,12000.0,6.62,0.0,0.2,N,0.0
33.0,50000.0,Mortgage,7.0,Personal,B,10000.0,9.99,0.0,0.2,N,1.0
31.0,120600.0,Rent,5.0,Venture,C,10000.0,13.49,1.0,0.08,N,2.0
35.0,82008.0,Mortgage,7.0,Homeimprovement,A,7200.0,6.62,0.0,0.09,N,0.0
35.0,165000.0,Mortgage,3.0,Debtconsolidation,B,8000.0,11.49,0.0,0.05,N,1.0
22.0,28500.0,Rent,3.0,Venture,C,3825.0,15.96,1.0,0.13,N,2.0
35.0,34000.0,Rent,1.0,Personal,B,9250.0,10.59,1.0,0.27,N,1.0
23.0,70000.0,Rent,4.0,Medical,A,12000.0,7.9800887035190655,0.0,0.17,N,0.0
30.0,60000.0,Mortgage,3.0,Debtconsolidation,A,4125.0,5.99,0.0,0.07,N,0.0
23.0,33000.0,Rent,1.0,Education,A,2000.0,6.03,0.0,0.06,N,0.0
22.0,93600.0,Mortgage,6.0,Education,B,5000.0,9.99,0.0,0.05,N,1.0
29.0,65000.0,Mortgage,7.0,Medical,B,7000.0,10.446317950508558,0.0,0.11,N,1.0
26.0,42000.0,Rent,3.0,Personal,C,5000.0,13.99,1.0,0.12,N,2.0
22.0,80000.0,Mortgage,5.0,Venture,B,5000.0,11.36,0.0,0.06,N,1.0
29.0,96000.0,Mortgage,5.0,Homeimprovement,B,12000.0,9.88,0.0,0.13,N,1.0
25.0,138000.0,Mortgage,9.0,Personal,A,8000.0,6.99,0.0,0.06,N,0.0
34.0,32000.0,Rent,0.0,Homeimprovement,D,6400.0,15.62,1.0,0.2,N,3.0
33.0,21600.0,Rent,3.0,Debtconsolidation,B,10000.0,12.53,1.0,0.46,N,1.0
26.0,100840.0,Rent,10.0,Debtconsolidation,B,7000.0,9.99,0.0,0.07,N,1.0
22.0,27600.0,Rent,2.0,Debtconsolidation,B,16300.0,10.518697709977737,1.0,0.59,N,1.0
25.0,76500.0,Rent,4.0,Debtconsolidation,C,5000.0,12.53,0.0,0.07,N,2.0
22.0,119000.0,Mortgage,6.0,Personal,D,35000.0,16.49,0.0,0.29,N,3.0
34.0,42000.0,Mortgage,18.0,Medical,A,2000.0,5.79,0.0,0.05,N,0.0
23.0,42000.0,Mortgage,1.0,Personal,C,2275.0,12.914687459202781,0.0,0.04,N,2.0
30.0,165000.0,Mortgage,3.0,Education,D,5000.0,15.62,0.0,0.03,Y,3.0
25.0,51000.0,Mortgage,5.0,Debtconsolidation,A,7000.0,7.88,0.0,0.14,N,0.0
35.0,762000.0,Own,8.0,Medical,A,10000.0,8.94,0.0,0.01,N,0.0
26.0,93000.0,Mortgage,0.0,Debtconsolidation,A,8000.0,6.99,0.0,0.09,N,0.0
28.0,60000.0,Mortgage,12.0,Debtconsolidation,C,16800.0,12.61,0.0,0.28,Y,2.0
25.0,54000.0,Own,9.0,Education,C,15000.0,13.013723205358193,0.0,0.28,Y,2.0
21.0,36000.0,Rent,3.0,Medical,A,15000.0,6.62,1.0,0.42,N,0.0
27.0,150000.0,Mortgage,4.0,Venture,C,6000.0,13.49,0.0,0.04,N,2.0
27.0,129996.0,Mortgage,2.0,Venture,D,12800.0,14.84,1.0,0.1,Y,3.0
35.0,88000.0,Rent,2.0,Personal,A,13600.0,7.9,0.0,0.15,N,0.0
23.0,75000.0,Mortgage,0.0,Debtconsolidation,C,9500.0,12.970917971263516,0.0,0.13,Y,2.0
24.0,29000.0,Rent,0.0,Venture,B,4000.0,9.45,0.0,0.14,N,1.0
33.0,61500.0,Rent,7.0,Education,A,6000.0,5.79,0.0,0.1,N,0.0
33.0,135000.0,Own,0.0,Personal,B,17500.0,11.83,0.0,0.13,N,1.0
24.0,83904.0,Mortgage,8.0,Debtconsolidation,D,16000.0,16.07,1.0,0.19,Y,3.0
24.0,72000.0,Rent,8.0,Medical,A,14000.0,7.9,0.0,0.19,N,0.0
22.0,30000.0,Rent,0.0,Homeimprovement,D,12250.0,13.67,1.0,0.41,Y,3.0
24.0,27000.0,Rent,8.0,Medical,B,4000.0,10.75,0.0,0.15,N,1.0
29.0,52000.0,Own,0.0,Venture,B,16000.0,10.99,0.0,0.31,N,1.0
34.0,25000.0,Mortgage,1.0,Debtconsolidation,B,1000.0,9.63,0.0,0.04,N,1.0
32.0,31000.0,Mortgage,4.0,Venture,A,12000.0,5.42,0.0,0.39,N,0.0
23.0,42000.0,Rent,2.0,Education,B,6500.0,10.37,0.0,0.15,N,1.0
24.0,45000.0,Rent,0.0,Medical,E,6000.0,17.19,1.0,0.13,N,4.0
24.0,26000.0,Mortgage,8.0,Medical,A,7000.0,7.74,0.0,0.27,N,0.0
24.0,64656.0,Mortgage,8.0,Education,B,14500.0,10.99,0.0,0.22,N,1.0
25.0,25000.0,Own,2.0,Venture,A,1500.0,6.76,0.0,0.06,N,0.0
22.0,39600.0,Rent,4.0,Debtconsolidation,D,3600.0,17.49,1.0,0.09,Y,3.0
22.0,85000.0,Rent,6.0,Venture,B,35000.0,10.37,1.0,0.41,N,1.0
35.0,34000.0,Mortgage,4.0,Debtconsolidation,A,12800.0,8.94,0.0,0.38,N,0.0
28.0,53000.0,Rent,6.0,Debtconsolidation,B,3500.0,11.49,0.0,0.07,N,1.0
29.0,65000.0,Rent,4.0,Personal,D,12000.0,16.49,0.0,0.18,N,3.0
26.0,78000.0,Rent,6.0,Venture,D,7800.0,16.77,0.0,0.1,N,3.0
28.0,56864.0,Mortgage,5.0,Personal,A,12300.0,7.88,0.0,0.22,N,0.0
22.0,140000.0,Rent,4.0,Venture,C,15000.0,14.17,0.0,0.11,Y,2.0
31.0,72000.0,Own,6.0,Education,A,16000.0,8.01121978286065,0.0,0.22,N,0.0
28.0,39000.0,Mortgage,13.0,Medical,D,3375.0,14.83,1.0,0.09,N,3.0
26.0,64000.0,Mortgage,10.0,Homeimprovement,B,15000.0,10.38,0.0,0.23,N,1.0
28.0,30000.0,Mortgage,4.0,Debtconsolidation,C,7500.0,11.78,0.0,0.25,N,2.0
30.0,30000.0,Mortgage,3.0,Debtconsolidation,A,5100.0,7.9,0.0,0.17,N,0.0
22.0,75000.0,Rent,2.0,Venture,C,7200.0,13.61,0.0,0.1,N,2.0
31.0,45000.0,Rent,3.0,Debtconsolidation,B,8000.0,10.99,0.0,0.18,N,1.0
23.0,78000.0,Rent,7.0,Medical,B,20000.0,10.547493958368701,0.0,0.26,N,1.0
37.0,24000.0,Rent,5.0,Medical,B,6000.0,11.49,0.0,0.25,N,1.0
22.0,60000.0,Mortgage,6.0,Education,B,2800.0,10.99,0.0,0.05,N,1.0
25.0,30000.0,Rent,0.0,Education,E,7000.0,17.961747239007966,1.0,0.23,Y,4.0
26.0,14400.0,Rent,1.0,Personal,D,2000.0,17.49,1.0,0.14,N,3.0
25.0,61000.0,Rent,2.0,Debtconsolidation,A,12000.0,7.29,0.0,0.2,N,0.0
28.0,26400.0,Mortgage,4.0,Medical,A,3000.0,6.17,0.0,0.11,N,0.0
35.0,101400.0,Mortgage,11.0,Homeimprovement,A,4500.0,9.32,0.0,0.04,N,0.0
23.0,48000.0,Rent,5.0,Education,A,15000.0,6.91,1.0,0.31,N,0.0
25.0,68000.0,Rent,4.0,Personal,B,11200.0,11.99,0.0,0.16,N,1.0
28.0,33600.0,Rent,0.0,Medical,D,13000.0,14.61,1.0,0.39,N,3.0
28.0,80000.0,Mortgage,12.0,Debtconsolidation,B,12000.0,12.18,0.0,0.15,N,1.0
23.0,46000.0,Mortgage,1.0,Venture,A,3000.0,5.42,0.0,0.07,N,0.0
41.0,70000.0,Mortgage,12.0,Debtconsolidation,B,20800.0,12.21,0.0,0.3,N,1.0
23.0,70000.0,Mortgage,7.0,Education,B,16000.0,10.516362879027119,0.0,0.23,N,1.0
27.0,69996.0,Rent,3.0,Homeimprovement,D,10800.0,14.91,0.0,0.15,N,3.0
22.0,75000.0,Mortgage,3.0,Venture,D,28000.0,15.62,0.0,0.37,Y,3.0
25.0,33600.0,Mortgage,1.0,Venture,B,12000.0,9.99,0.0,0.36,N,1.0
23.0,42996.0,Rent,2.0,Medical,C,6000.0,12.84,0.0,0.14,Y,2.0
26.0,130000.0,Mortgage,5.0,Education,D,35000.0,18.25,0.0,0.27,N,3.0
21.0,52000.0,Mortgage,5.0,Debtconsolidation,A,13250.0,5.99,0.0,0.25,N,0.0
37.0,780000.0,Rent,9.0,Venture,B,7500.0,12.18,0.0,0.01,N,1.0
31.0,59000.0,Rent,2.0,Homeimprovement,C,8750.0,12.68,0.0,0.15,N,2.0
25.0,200000.0,Mortgage,3.0,Venture,E,35000.0,17.14,0.0,0.17,Y,4.0
30.0,120000.0,Own,14.0,Venture,C,10000.0,13.06,0.0,0.08,Y,2.0
24.0,60000.0,Rent,4.0,Medical,A,10000.0,7.49,0.0,0.17,N,0.0
22.0,74867.0,Mortgage,4.0,Medical,D,17000.0,16.02,1.0,0.19,Y,3.0
22.0,125000.0,Mortgage,6.0,Venture,B,10000.0,10.469666260014744,0.0,0.08,N,1.0
25.0,58800.0,Rent,4.0,Education,D,5000.0,14.84,0.0,0.09,N,3.0
24.0,40000.0,Mortgage,8.0,Debtconsolidation,A,4000.0,7.14,0.0,0.1,N,0.0
23.0,39600.0,Rent,5.0,Education,B,19000.0,10.62,1.0,0.48,N,1.0
23.0,50000.0,Rent,0.0,Education,A,4900.0,8.49,0.0,0.1,N,0.0
37.0,42500.0,Rent,1.0,Medical,A,3600.0,7.88,0.0,0.08,N,0.0
27.0,75860.0,Rent,9.0,Medical,B,24000.0,10.99,1.0,0.32,N,1.0
24.0,112140.0,Rent,8.0,Medical,A,21600.0,7.9,0.0,0.19,N,0.0
32.0,106000.0,Mortgage,12.0,Homeimprovement,A,12000.0,5.79,0.0,0.11,N,0.0
24.0,45000.0,Rent,1.0,Debtconsolidation,B,3000.0,9.99,0.0,0.07,N,1.0
31.0,32000.0,Mortgage,0.0,Medical,C,2000.0,13.61,0.0,0.06,Y,2.0
24.0,100000.0,Rent,6.0,Debtconsolidation,A,11000.0,5.42,0.0,0.11,N,0.0
24.0,40000.0,Rent,5.0,Medical,B,2000.0,10.407404101331577,0.0,0.05,N,1.0
24.0,140300.0,Mortgage,6.0,Medical,B,6000.0,11.14,0.0,0.04,N,1.0
22.0,27600.0,Rent,3.0,Medical,A,4000.0,5.42,0.0,0.14,N,0.0
26.0,71820.0,Rent,10.0,Debtconsolidation,B,18000.0,11.83,0.0,0.25,N,1.0
48.0,73000.0,Mortgage,14.0,Venture,A,10000.0,7.29,0.0,0.14,N,0.0
31.0,24996.0,Mortgage,6.0,Personal,B,6000.0,9.25,0.0,0.24,N,1.0
24.0,22000.0,Rent,3.0,Medical,C,4000.0,13.92,0.0,0.18,N,2.0
26.0,50000.0,Own,10.0,Personal,A,7500.0,5.99,0.0,0.15,N,0.0
27.0,39000.0,Rent,4.0,Debtconsolidation,B,7200.0,10.65,1.0,0.18,N,1.0
28.0,62000.0,Rent,2.0,Education,C,12000.0,12.990374895852005,0.0,0.19,N,2.0
28.0,240000.0,Mortgage,3.0,Venture,D,8400.0,15.46750002061105,0.0,0.04,N,3.0
25.0,80000.0,Mortgage,5.0,Debtconsolidation,A,18000.0,5.79,0.0,0.23,N,0.0
28.0,15000.0,Own,2.0,Personal,B,4375.0,12.42,1.0,0.29,N,1.0
22.0,70000.0,Mortgage,6.0,Medical,B,2000.0,11.49,0.0,0.03,N,1.0
49.0,60000.0,Own,7.0,Personal,C,7000.0,12.951461046675027,0.0,0.12,N,2.0
32.0,44004.0,Rent,2.0,Debtconsolidation,F,5000.0,18.25,1.0,0.11,N,5.0
35.0,50000.0,Mortgage,7.0,Homeimprovement,A,12000.0,6.62,0.0,0.24,N,0.0
25.0,145000.0,Mortgage,9.0,Homeimprovement,A,8000.0,8.49,0.0,0.06,N,0.0
42.0,70000.0,Mortgage,3.0,Medical,B,2825.0,9.64,0.0,0.04,N,1.0
23.0,50000.0,Rent,0.0,Education,A,3000.0,6.91,0.0,0.06,N,0.0
24.0,65000.0,Rent,5.0,Medical,A,12000.0,8.9,0.0,0.18,N,0.0
33.0,80000.0,Mortgage,9.0,Venture,B,6000.0,11.11,0.0,0.07,N,1.0
25.0,66000.0,Rent,6.0,Homeimprovement,B,16000.0,10.0,0.0,0.24,N,1.0
29.0,24000.0,Rent,1.0,Personal,B,3000.0,11.14,0.0,0.13,N,1.0
23.0,54000.0,Rent,5.0,Debtconsolidation,D,6000.0,15.62,1.0,0.11,Y,3.0
22.0,44000.0,Mortgage,6.0,Venture,D,6400.0,15.99,1.0,0.15,Y,3.0
22.0,58000.0,Rent,2.0,Personal,A,6000.0,6.92,0.0,0.1,N,0.0
25.0,96000.0,Mortgage,6.0,Venture,C,21000.0,14.65,0.0,0.22,N,2.0
29.0,36000.0,Own,2.0,Venture,B,2500.0,10.99,0.0,0.07,N,1.0
34.0,33000.0,Rent,5.0,Debtconsolidation,A,4500.0,7.921717929753598,0.0,0.14,N,0.0
